row,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
813,tt0000823,short,A Change of Heart,A Change of Heart,0,1909,\N,11,"Drama,Short"
814,tt0000824,short,A Child of the Forest,A Child of the Forest,0,1909,\N,\N,"Drama,Short"
815,tt0000825,short,The Children's Friend,The Children's Friend,0,1909,\N,4,"Drama,Short"
816,tt0000826,short,Choosing a Husband,Choosing a Husband,0,1909,\N,6,"Comedy,Short"
817,tt0000827,short,"Comata, the Sioux","Comata, the Sioux",0,1909,\N,10,"Short,Western"
818,tt0000828,short,Confidence,Confidence,0,1909,\N,11,"Drama,Short"
819,tt0000829,short,A Convict's Sacrifice,A Convict's Sacrifice,0,1909,\N,11,"Drama,Short"
820,tt0000830,short,Corazón de madre,Corazón de madre,0,1909,\N,12,"Drama,Short"
821,tt0000831,short,The Cord of Life,The Cord of Life,0,1909,\N,9,"Crime,Drama,Short"
822,tt0000832,short,A Corner in Wheat,A Corner in Wheat,0,1909,\N,14,"Crime,Drama,Short"
823,tt0000833,short,The Country Doctor,The Country Doctor,0,1909,\N,14,"Drama,Short"
824,tt0000834,short,A Coward's Courage,A Coward's Courage,0,1909,\N,\N,"Drama,Short"
825,tt0000835,short,The Cricket on the Hearth,The Cricket on the Hearth,0,1909,\N,10,Short
826,tt0000836,short,Os Crimes de Diogo Alves,Os Crimes de Diogo Alves,0,1909,\N,16,Short
827,tt0000837,short,The Criminal Hypnotist,The Criminal Hypnotist,0,1909,\N,10,"Crime,Short"
828,tt0000838,movie,A Cultura do Cacau,A Cultura do Cacau,0,1909,\N,\N,\N
829,tt0000839,short,The Curse of Money,The Curse of Money,0,1909,\N,\N,"Drama,Short"
830,tt0000840,short,The Curtain Pole,The Curtain Pole,0,1909,\N,13,"Comedy,Short"
831,tt0000841,short,The Day After,The Day After,0,1909,\N,8,"Comedy,Short"
832,tt0000842,movie,De Garraf a Barcelona,De Garraf a Barcelona,0,1909,\N,\N,\N
833,tt0000843,short,The Death Disc: A Story of the Cromwellian Period,The Death Disc: A Story of the Cromwellian Period,0,1909,\N,11,"Drama,Short"
834,tt0000844,short,The Death of Ivan the Terrible,Smert Ioanna Groznogo,0,1909,\N,\N,"Drama,History,Short"
835,tt0000845,short,The Deception,The Deception,0,1909,\N,7,"Drama,Short"
836,tt0000846,movie,Un día en Xochimilco,Un día en Xochimilco,0,1909,\N,\N,\N
837,tt0000847,short,Don Juan heiratet,Don Juan heiratet,0,1909,\N,10,Short
838,tt0000848,short,The Painting of a Miraculous Spider,La toile d'araignée merveilleuse,0,1908,\N,\N,Short
839,tt0000849,short,Dos guapos frente a frente,Dos guapos frente a frente,0,1909,\N,\N,"Comedy,Short"
840,tt0000850,movie,Los dos hermanos,Los dos hermanos,0,1909,\N,\N,\N
841,tt0000851,short,The Drive for a Life,The Drive for a Life,0,1909,\N,10,"Drama,Short"
842,tt0000852,short,A Drunkard's Reformation,A Drunkard's Reformation,0,1909,\N,13,"Drama,Short"
843,tt0000853,short,The Eavesdropper,The Eavesdropper,0,1909,\N,7,"Drama,Short"
844,tt0000854,short,Edgar Allan Poe,Edgar Allan Poe,0,1909,\N,7,"Biography,Drama,Short"
845,tt0000855,short,Eloping with Auntie,Eloping with Auntie,0,1909,\N,7,Short
846,tt0000856,short,Entrevista de los Presidentes Díaz-Taft,Entrevista de los Presidentes Díaz-Taft,0,1909,\N,30,"Documentary,Short"
847,tt0000857,short,Eradicating Aunty,Eradicating Aunty,0,1909,\N,6,"Comedy,Short"
848,tt0000858,short,The Expiation,The Expiation,0,1909,\N,11,"Drama,Short"
849,tt0000859,movie,Fabricación del corcho en Sant Feliu de Guixols,Fabricación del corcho en Sant Feliu de Guixols,0,1909,\N,\N,\N
850,tt0000860,short,The Faded Lilies,The Faded Lilies,0,1909,\N,5,"Drama,Short"
851,tt0000861,short,A Fair Exchange,A Fair Exchange,0,1909,\N,11,"Drama,Short"
852,tt0000862,movie,Faldgruben,Faldgruben,0,1909,\N,\N,\N
853,tt0000863,short,Farmer Giles' Visit to London,Farmer Giles' Visit to London,0,1909,\N,\N,"Comedy,Short"
854,tt0000864,short,The Fascinating Mrs. Francis,The Fascinating Mrs. Francis,0,1909,\N,5,"Comedy,Short"
855,tt0000865,short,A Father's Mistake,A Father's Mistake,0,1909,\N,\N,"Crime,Drama,Short"
856,tt0000866,short,Fellow Clerks,Fellow Clerks,0,1909,\N,\N,"Crime,Drama,Short"
857,tt0000867,movie,Fiesta de toros,Fiesta de toros,0,1909,\N,\N,\N
858,tt0000868,movie,Fiestas de Santa Lucía - Belenes,Fiestas de Santa Lucía - Belenes,0,1909,\N,\N,\N
859,tt0000869,movie,Fiestas en La Garriga,Fiestas en La Garriga,0,1909,\N,\N,\N
860,tt0000870,short,A Fool's Revenge,A Fool's Revenge,0,1909,\N,11,"Drama,Short"
861,tt0000871,short,Fools of Fate,Fools of Fate,0,1909,\N,11,"Drama,Short"
862,tt0000872,short,The Foundling,The Foundling,0,1909,\N,\N,"Drama,Short"
863,tt0000873,short,Bakchisarayskiy fontan,Bakchisarayskiy fontan,0,1909,\N,\N,"Drama,Short"
864,tt0000874,short,The French Duel,The French Duel,0,1909,\N,4,"Comedy,Short"
865,tt0000875,short,The Friend of the Family,The Friend of the Family,0,1909,\N,8,"Drama,Short"
866,tt0000876,short,Fuss and Feathers,Fuss and Feathers,0,1909,\N,\N,"Comedy,Short"
867,tt0000877,short,Getting Even,Getting Even,0,1909,\N,6,"Comedy,Short"
868,tt0000878,short,The Gibson Goddess,The Gibson Goddess,0,1909,\N,6,"Comedy,Short"
869,tt0000879,movie,Gira política de Madero y Pino Suárez,Gira política de Madero y Pino Suárez,0,1909,\N,\N,\N
870,tt0000880,short,The Girls and Daddy,The Girls and Daddy,0,1909,\N,15,"Drama,Short"
871,tt0000881,short,Le glas du père Césaire,Le glas du père Césaire,0,1909,\N,\N,Short
872,tt0000882,short,The Golden Louis,The Golden Louis,0,1909,\N,5,"Drama,Short"
873,tt0000883,short,The Grey Lady,Den graa dame,0,1909,\N,14,"Mystery,Short"
874,tt0000884,short,The Red Domino,Grevinde X,0,1909,\N,\N,"Drama,Short"
875,tt0000885,short,Guzmán el Bueno,Guzmán el Bueno,0,1909,\N,19,Short
876,tt0000886,movie,"Hamlet, Prince of Denmark",Hamlet,0,1910,\N,\N,Drama
877,tt0000887,short,Hansel and Gretel,Hansel and Gretel,0,1909,\N,\N,"Drama,Short"
878,tt0000888,short,The Heart of a Clown,The Heart of a Clown,0,1909,\N,\N,"Drama,Short"
879,tt0000889,short,The Heart of a Cowboy,The Heart of a Cowboy,0,1909,\N,\N,"Short,Western"
880,tt0000890,short,The Heart of an Outlaw,The Heart of an Outlaw,0,1909,\N,\N,"Short,Western"
881,tt0000891,short,Cycle Rider and the Witch,Heksen og cyklisten,0,1909,\N,3,"Comedy,Fantasy,Short"
882,tt0000892,short,Her First Biscuits,Her First Biscuits,0,1909,\N,6,"Comedy,Short"
883,tt0000893,short,Her Indian Hero,Her Indian Hero,0,1912,\N,12,"Short,Western"
884,tt0000894,short,The Farmer's Grandson,Herremandens Barnebarn,0,1909,\N,\N,"Drama,Short"
885,tt0000895,short,The Hessian Renegades,The Hessian Renegades,0,1909,\N,10,"Drama,Short,War"
886,tt0000896,short,The Hindoo Dagger,The Hindoo Dagger,0,1909,\N,10,"Drama,Mystery,Short"
887,tt0000897,short,His Duty,His Duty,0,1909,\N,5,"Drama,Short"
888,tt0000898,short,His Lost Love,His Lost Love,0,1909,\N,11,"Drama,Short"
889,tt0000899,short,His Reformation,His Reformation,0,1909,\N,\N,"Short,Western"
890,tt0000900,short,His Ward's Love,His Ward's Love,0,1909,\N,3,Short
891,tt0000901,short,His Wife's Mother,His Wife's Mother,0,1909,\N,6,"Comedy,Short"
892,tt0000902,short,His Wife's Visitor,His Wife's Visitor,0,1909,\N,6,"Comedy,Short"
893,tt0000903,short,The Honor of Thieves,The Honor of Thieves,0,1909,\N,11,"Crime,Short"
894,tt0000904,short,The House of Cards,The House of Cards,0,1909,\N,16,"Drama,Short,Western"
895,tt0000905,short,I Did It,I Did It,0,1909,\N,4,Short
896,tt0000906,short,The Idiot of the Mountains,The Idiot of the Mountains,0,1909,\N,\N,"Drama,Short"
897,tt0000907,short,In Little Italy,In Little Italy,0,1909,\N,10,"Drama,Short"
898,tt0000908,short,In Old Kentucky,In Old Kentucky,0,1909,\N,11,"Drama,Short,War"
899,tt0000909,short,In a Hempen Bag,In a Hempen Bag,0,1909,\N,5,"Drama,Short"
900,tt0000910,short,In the Watches of the Night,In the Watches of the Night,0,1909,\N,11,"Drama,Short"
901,tt0000911,short,In the Window Recess,In the Window Recess,0,1909,\N,4,"Drama,Short"
902,tt0000912,short,The Indian Runner's Romance,The Indian Runner's Romance,0,1909,\N,11,"Short,Western"
903,tt0000913,short,The Indian Trailer,The Indian Trailer,0,1909,\N,\N,"Short,Western"
904,tt0000914,short,Industria del corcho,Industria del corcho,0,1909,\N,7,Short
905,tt0000915,short,Jailbird in Borrowed Feathers,Jailbird in Borrowed Feathers,0,1910,\N,\N,"Comedy,Short"
906,tt0000916,short,Je voudrais un enfant,Je voudrais un enfant,0,1910,\N,6,"Comedy,Short"
907,tt0000917,short,Jealousy and the Man,Jealousy and the Man,0,1909,\N,5,"Comedy,Short"
908,tt0000918,short,"Jessie, the Stolen Child","Jessie, the Stolen Child",0,1909,\N,\N,"Drama,Short"
909,tt0000919,short,The Jilt,The Jilt,0,1909,\N,11,"Drama,Short"
910,tt0000920,short,Jones and His New Neighbors,Jones and His New Neighbors,0,1909,\N,5,"Comedy,Short"
911,tt0000921,short,Jones and the Lady Book Agent,Jones and the Lady Book Agent,0,1909,\N,6,"Comedy,Short"
912,tt0000922,short,The Joneses Have Amateur Theatricals,The Joneses Have Amateur Theatricals,0,1909,\N,4,"Comedy,Short"
913,tt0000923,short,El joyero,El joyero,0,1909,\N,\N,"Drama,Short"
914,tt0000924,short,A Bad Case,Les joyeux microbes,0,1909,\N,5,"Animation,Short"
915,tt0000925,short,Judgment,Judgment,0,1909,\N,\N,"Short,Western"
916,tt0000926,short,Justicia de Felipe II,Justicia de Felipe II,0,1909,\N,\N,"Drama,History,Short"
917,tt0000927,short,Kinemacolor Puzzle,Kinemacolor Puzzle,0,1909,\N,\N,Short
918,tt0000928,short,King Lear,King Lear,0,1909,\N,16,"Drama,Short"
919,tt0000929,short,Klebolin klebt alles,Klebolin klebt alles,0,1909,\N,\N,"Comedy,Short"
920,tt0000930,short,Der kleine Detektiv,Der kleine Detektiv,0,1909,\N,\N,Short
921,tt0000931,short,Dødsspringet,Dødsspringet,0,1910,\N,\N,Short
922,tt0000932,short,A Woman of the People,En kvinde af folket,0,1909,\N,\N,"Drama,Short"
923,tt0000933,short,Lady Helen's Escapade,Lady Helen's Escapade,0,1909,\N,8,"Comedy,Drama,Romance"
924,tt0000934,short,Leather Stocking,Leather Stocking,0,1909,\N,11,"Adventure,Short,Western"
925,tt0000935,short,The Light That Came,The Light That Came,0,1909,\N,11,"Drama,Short"
926,tt0000936,short,Lines of White on a Sullen Sea,Lines of White on a Sullen Sea,0,1909,\N,11,"Drama,Short"
927,tt0000938,short,The Little Darling,The Little Darling,0,1909,\N,2,"Comedy,Short"
928,tt0000939,short,The Little Teacher,The Little Teacher,0,1909,\N,11,"Drama,Short"
929,tt0000940,short,Lochinvar,Lochinvar,0,1909,\N,\N,"Drama,Short"
930,tt0000941,movie,Locura de amor,Locura de amor,0,1909,\N,45,Drama
931,tt0000942,short,The Lonely Villa,The Lonely Villa,0,1909,\N,8,"Crime,Drama,Short"
932,tt0000943,short,Love Finds a Way,Love Finds a Way,0,1909,\N,5,"Comedy,Short"
933,tt0000944,short,The Luck of the Cards,The Luck of the Cards,0,1909,\N,\N,"Drama,Short"
934,tt0000945,short,Lucky Jim,Lucky Jim,0,1909,\N,5,"Drama,Short"
935,tt0000946,short,The Lure of the Gown,The Lure of the Gown,0,1909,\N,6,"Comedy,Drama,Short"
936,tt0000947,movie,Lægens offer,Lægens offer,0,1909,\N,\N,\N
937,tt0000948,short,La légende de l'arc-en-ciel,La légende de l'arc-en-ciel,0,1909,\N,\N,Short
938,tt0000949,short,Det løbske gasrør,Det løbske gasrør,0,1909,\N,\N,Short
939,tt0000950,short,Macbeth,Macbeth,0,1909,\N,\N,"Drama,Short"
940,tt0000951,short,"Madam Sans Gene; or, The Duchess of Danzig",Madame Sans-Gêne,0,1909,\N,\N,"Drama,Short"
941,tt0000952,short,Madame de Langeais,Madame de Langeais,0,1910,\N,7,"Drama,Short"
942,tt0000953,short,A Maid of the Mountains,A Maid of the Mountains,0,1909,\N,\N,"Drama,Short"
943,tt0000954,short,Mamma,Mamma,0,1909,\N,\N,Short
944,tt0000955,short,A Man with Three Wives,A Man with Three Wives,0,1909,\N,\N,"Comedy,Short"
945,tt0000956,short,The Maniac Cook,The Maniac Cook,0,1909,\N,9,"Drama,Short"
946,tt0000957,short,Mariage forcé,Mariage forcé,0,1914,\N,20,"Comedy,Short"
947,tt0000958,short,The Medicine Bottle,The Medicine Bottle,0,1909,\N,5,"Drama,Short"
948,tt0000959,movie,Melilla y el Gurugu,Melilla y el Gurugu,0,1909,\N,\N,\N
949,tt0000960,short,The Mended Lute,The Mended Lute,0,1909,\N,11,"Short,Western"
950,tt0000961,short,The Message,The Message,0,1909,\N,10,"Drama,Short"
951,tt0000962,short,The Mexican Sweethearts,The Mexican Sweethearts,0,1909,\N,3,Short
952,tt0000963,short,A Mexican's Gratitude,A Mexican's Gratitude,0,1909,\N,\N,"Short,Western"
953,tt0000964,short,A Midnight Adventure,A Midnight Adventure,0,1909,\N,6,Short
954,tt0000965,short,Midnight Disturbance,Midnight Disturbance,0,1909,\N,\N,"Comedy,Short"
955,tt0000966,short,A Midsummer Night's Dream,A Midsummer Night's Dream,0,1909,\N,12,"Drama,Fantasy,Romance"
956,tt0000967,short,The Mills of the Gods,The Mills of the Gods,0,1909,\N,7,Short
957,tt0000968,short,Mistaken Identity,Mistaken Identity,0,1909,\N,\N,"Comedy,Short"
958,tt0000969,short,Les Misérables,Les Misérables,0,1909,\N,44,"Drama,History,Short"
959,tt0000970,short,The Life of Moliere,Molière,0,1910,\N,20,"Biography,Drama,Short"
960,tt0000971,short,The Mill,Le Moulin maudit,0,1909,\N,6,"Drama,Romance,Short"
961,tt0000972,short,The Mountaineer's Honor,The Mountaineer's Honor,0,1909,\N,11,"Drama,Short"
962,tt0000974,short,Mr. Jones Has a Card Party,Mr. Jones Has a Card Party,0,1909,\N,10,"Comedy,Short"
963,tt0000975,short,Mr. Jones' Burglar,Mr. Jones' Burglar,0,1909,\N,4,"Comedy,Short"
964,tt0000976,short,"Mrs. Jones' Lover; or, 'I Want My Hat'","Mrs. Jones' Lover; or, 'I Want My Hat'",0,1909,\N,5,"Comedy,Short"
965,tt0000977,short,Mutterliebe,Mutterliebe,0,1909,\N,\N,Short
966,tt0000978,short,Napoleon og hans lille Trompetist,Napoleon og hans lille Trompetist,0,1909,\N,\N,Short
967,tt0000979,short,"Napoleon, the Man of Destiny","Napoleon, the Man of Destiny",0,1908,\N,13,"Drama,Short"
968,tt0000980,short,A Narrow Escape from Lynching,A Narrow Escape from Lynching,0,1909,\N,\N,"Drama,Short"
969,tt0000981,short,The Necklace,The Necklace,0,1909,\N,11,"Drama,Short"
970,tt0000982,short,The New Servant,The New Servant,0,1909,\N,\N,"Comedy,Short"
971,tt0000983,short,A New Trick,A New Trick,0,1909,\N,2,Short
972,tt0000984,movie,Niños en la alameda,Niños en la alameda,0,1909,\N,\N,\N
973,tt0000985,short,The Note in the Shoe,The Note in the Shoe,0,1909,\N,8,"Drama,Short"
974,tt0000986,short,Nursing a Viper,Nursing a Viper,0,1909,\N,10,"Drama,Short"
975,tt0000987,short,How Brother Cook was Taught a Lesson,Naar Djævle er paa Spil,0,1910,\N,15,"Comedy,Short"
976,tt0000988,short,The Short-Sighted Governess,Den nærsynede guvernante,0,1909,\N,2,"Comedy,Short"
977,tt0000989,short,"Oh, Uncle!","Oh, Uncle!",0,1909,\N,3,"Comedy,Short"
978,tt0000990,short,Oliver Twist,Oliver Twist,0,1909,\N,14,"Drama,Short"
979,tt0000991,short,On the Little Big Horn or Custer's Last Stand,On the Little Big Horn or Custer's Last Stand,0,1909,\N,\N,"Action,Drama,History"
980,tt0000992,short,De onde Veje,De onde Veje,0,1909,\N,\N,Short
981,tt0000993,short,One Busy Hour,One Busy Hour,0,1909,\N,3,"Comedy,Short"
982,tt0000994,short,One Good Turn Deserves Another,One Good Turn Deserves Another,0,1909,\N,\N,"Drama,Short"
983,tt0000995,short,One Touch of Nature,One Touch of Nature,0,1909,\N,10,"Drama,Short"
984,tt0000996,short,Only a Tramp,Only a Tramp,0,1909,\N,\N,"Drama,Short"
985,tt0000997,short,The Open Gate,The Open Gate,0,1909,\N,11,"Drama,Short"
986,tt0000998,short,Othello,Otello,0,1909,\N,12,"Drama,Romance,Short"
987,tt0000999,short,Paul Wang's Destiny,Paul Wangs skæbne,0,1909,\N,\N,"Drama,Short"
988,tt0001000,short,The Peachbasket Hat,The Peachbasket Hat,0,1909,\N,7,"Comedy,Short"
989,tt0001001,short,"Pippa Passes; or, the Song of Conscience","Pippa Passes; or, The Song of Conscience",0,1909,\N,11,"Drama,Short"
990,tt0001002,short,The Politician's Love Story,The Politician's Love Story,0,1909,\N,6,"Comedy,Romance,Short"
991,tt0001003,short,Por un ratón,Por un ratón,0,1909,\N,8,"Comedy,Short"
992,tt0001004,short,Portrait of Mireille,Le portrait de Mireille,0,1909,\N,8,Short
993,tt0001005,short,Pranks,Pranks,0,1909,\N,4,"Comedy,Short"
994,tt0001006,short,Primera carrera internacional de automóviles 'Peña-Rhin',Primera carrera internacional de automóviles 'Peña-Rhin',0,1909,\N,10,Short
995,tt0001007,movie,La primera y segunda casetas,La primera y segunda casetas,0,1909,\N,\N,\N
996,tt0001008,short,The Prince and the Pauper,The Prince and the Pauper,0,1909,\N,\N,Short
997,tt0001009,short,"Princess Nicotine; or, the Smoke Fairy","Princess Nicotine; or, The Smoke Fairy",0,1909,\N,5,"Comedy,Fantasy,Short"
998,tt0001010,movie,Protección de un convoy de víveres en el puente de camellos,Protección de un convoy de víveres en el puente de camellos,0,1909,\N,\N,\N
999,tt0001011,short,The Prussian Spy,The Prussian Spy,0,1909,\N,5,"Drama,Short"
